Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
372,0,0,0,0,0,2020,8,2,0,6,14,0,0,0,3.37,3.27,4.98,4.96,35.61,23.23,21.28,26.09,20.78,1021.56,0.69,0.00,9.71,4.05,0.00,171.56,"END
"
373,0,0,0,0,0,2020,8,2,0,6,15,0,0,0,3.40,3.20,4.98,4.96,35.37,25.55,21.28,26.13,20.80,1021.44,0.69,0.00,9.68,4.07,0.00,171.53,"END
"
374,0,0,0,0,0,2020,8,2,0,6,16,0,0,0,3.38,3.27,4.98,4.96,35.36,24.13,21.31,26.19,20.81,1021.47,0.65,0.00,9.60,3.87,0.00,172.43,"END
"
375,0,0,0,0,0,2020,8,2,0,6,17,0,0,0,3.40,3.17,4.98,4.96,36.03,25.27,21.31,26.17,20.85,1021.51,0.65,0.00,9.68,3.84,0.00,171.85,"END
"
376,0,0,0,0,0,2020,8,2,0,6,18,0,0,0,3.39,3.27,4.99,4.96,35.36,25.06,21.28,26.25,20.79,1021.25,0.69,0.04,9.75,4.04,0.22,172.27,"END
"
377,0,0,0,0,0,2020,8,2,0,6,19,0,0,0,3.40,3.26,4.98,4.93,35.42,24.97,21.34,26.19,20.82,1021.30,0.69,0.04,9.64,4.09,0.23,172.35,"END
"
378,0,0,0,0,0,2020,8,2,0,6,20,0,0,0,3.38,3.27,4.98,4.96,35.43,25.24,21.34,26.16,20.83,1021.45,0.57,0.00,9.75,3.37,0.00,172.04,"END
"
379,0,0,0,0,0,2020,8,2,0,6,21,0,0,0,3.40,3.26,4.98,4.96,35.41,25.31,21.34,26.20,20.84,1021.58,0.65,-0.04,9.83,3.78,-0.22,172.28,"END
"
380,0,0,0,0,0,2020,8,2,0,6,22,0,0,0,3.39,3.27,4.99,4.97,35.07,24.31,21.32,26.17,20.88,1021.36,0.73,-0.04,10.02,4.15,-0.22,171.85,"END
"
381,0,0,0,0,0,2020,8,2,0,6,23,0,0,0,3.40,3.26,4.98,4.92,35.30,24.93,21.37,26.26,20.86,1021.44,0.65,0.00,9.75,3.81,0.00,171.84,"END
"
382,0,0,0,0,0,2020,8,2,0,6,24,0,0,0,3.40,3.28,4.98,4.96,35.57,24.61,21.36,26.20,20.94,1021.54,0.69,0.00,9.71,4.05,0.00,173.62,"END
"
383,0,0,0,0,0,2020,8,2,0,6,25,0,0,0,3.40,3.26,4.98,4.87,35.66,25.60,21.39,26.26,20.87,1021.50,0.65,0.00,9.71,3.83,0.00,172.23,"END
"
384,0,0,0,0,0,2020,8,2,0,6,26,0,0,0,3.39,3.27,4.98,4.96,35.76,25.04,21.36,26.22,20.84,1021.50,0.65,0.00,9.68,3.84,0.00,171.53,"END
"
385,0,0,0,0,0,2020,8,2,0,6,27,0,0,0,3.40,3.26,4.98,4.96,35.50,25.04,21.39,26.26,20.88,1021.29,0.61,-0.15,10.02,3.49,-0.87,171.38,"END
"
386,0,0,0,0,0,2020,8,2,0,6,28,0,0,0,3.39,3.27,4.99,4.96,36.03,24.17,21.39,26.33,20.90,1021.25,0.65,0.00,9.56,3.89,0.00,171.52,"END
"
387,0,0,0,0,0,2020,8,2,0,6,29,0,0,0,3.40,3.26,4.98,4.96,35.59,24.67,21.41,26.30,20.88,1021.62,0.65,-0.04,9.71,3.83,-0.23,171.37,"END
"
388,0,0,0,0,0,2020,8,2,0,6,30,0,0,0,3.25,3.27,4.98,4.96,36.01,24.59,21.39,26.36,20.89,1021.56,0.65,0.08,9.68,3.84,0.45,174.12,"END
"
389,0,0,0,0,0,2020,8,2,0,6,31,0,0,0,3.41,3.26,4.98,4.96,35.64,24.49,21.41,26.31,20.95,1021.50,0.61,0.00,9.68,3.62,0.00,171.93,"END
"
390,0,0,0,0,0,2020,8,2,0,6,32,0,0,0,3.34,3.27,4.98,4.96,34.94,24.69,21.44,26.34,20.93,1021.67,0.65,0.00,9.64,3.86,0.00,172.14,"END
"
391,0,0,0,0,0,2020,8,2,0,6,33,0,0,0,3.40,3.27,4.98,4.96,36.06,25.02,21.44,26.34,20.96,1021.25,0.69,0.04,9.71,4.05,0.23,172.24,"END
"
392,0,0,0,0,0,2020,8,2,0,6,34,0,0,0,3.32,3.23,4.98,4.96,34.87,24.29,21.46,26.31,20.94,1021.26,0.57,-0.08,9.64,3.41,-0.45,171.60,"END
"
393,0,0,0,0,0,2020,8,2,0,6,35,0,0,0,3.39,3.26,4.98,4.96,36.37,25.27,21.44,26.34,20.91,1021.53,0.61,0.00,9.75,3.59,0.00,172.49,"END
"
394,0,0,0,0,0,2020,8,2,0,6,36,0,0,0,3.27,3.23,4.98,4.96,35.09,25.08,21.45,26.38,20.99,1021.39,0.61,0.00,9.68,3.62,0.00,172.58,"END
"
395,0,0,0,0,0,2020,8,2,0,6,37,0,0,0,3.40,3.26,4.98,4.96,36.39,25.42,21.44,26.37,21.01,1021.44,0.65,0.04,9.68,3.84,0.23,172.15,"END
"
396,0,0,0,0,0,2020,8,2,0,6,38,0,0,0,3.39,3.23,4.98,4.96,35.23,24.52,21.50,26.39,21.01,1021.60,0.61,0.00,9.71,3.60,0.00,171.95,"END
"
397,0,0,0,0,0,2020,8,2,0,6,39,0,0,0,3.40,3.26,4.98,4.96,35.60,25.66,21.51,26.41,21.02,1021.62,0.65,-0.04,9.79,3.80,-0.22,172.04,"END
"
398,0,0,0,0,0,2020,8,2,0,6,40,0,0,0,3.38,3.21,4.98,4.96,35.63,24.68,21.49,26.42,20.98,1021.25,0.73,0.04,9.56,4.35,0.23,172.28,"END
"
399,0,0,0,0,0,2020,8,2,0,6,41,0,0,0,3.40,3.26,4.98,4.96,34.75,25.28,21.51,26.39,21.05,1021.34,0.61,-0.04,9.68,3.62,-0.23,171.88,"END
"
400,0,0,0,0,0,2020,8,2,0,6,42,0,0,0,3.40,3.27,4.98,4.90,35.56,24.20,21.51,26.44,21.00,1021.86,0.65,0.00,9.71,3.83,0.00,172.22,"END
"
401,0,0,0,0,0,2020,8,2,0,6,43,0,0,0,3.40,3.26,4.98,4.96,35.49,25.26,21.54,26.45,20.99,1021.57,0.61,0.04,9.71,3.60,0.23,171.91,"END
"
402,0,0,0,0,0,2020,8,2,0,6,44,0,0,0,3.39,3.27,4.98,4.95,35.48,24.70,21.52,26.47,20.98,1021.67,0.65,0.00,9.75,3.81,0.00,171.79,"END
"
403,0,0,0,0,0,2020,8,2,0,6,45,0,0,0,3.40,3.26,4.98,4.96,35.47,25.88,21.53,26.42,21.01,1021.58,0.65,0.00,9.91,3.76,0.00,171.67,"END
"
404,0,0,0,0,0,2020,8,2,0,6,46,0,0,0,3.39,3.27,4.98,4.93,36.54,25.42,21.53,26.49,21.00,1021.45,0.65,0.00,9.56,3.89,0.00,172.08,"END
"
405,0,0,0,0,0,2020,8,2,0,6,47,0,0,0,3.40,3.26,4.98,4.96,35.99,24.91,21.54,26.45,21.10,1021.34,0.65,-0.04,9.71,3.83,-0.23,171.10,"END
"
406,0,0,0,0,0,2020,8,2,0,6,48,0,0,0,3.39,3.28,4.98,4.91,35.77,24.35,21.57,26.48,21.02,1021.54,0.61,-0.04,9.68,3.62,-0.23,171.76,"END
"
407,0,0,0,0,0,2020,8,2,0,6,49,0,0,0,3.40,3.26,4.98,4.96,35.89,25.11,21.57,26.47,21.01,1021.51,0.61,-0.04,9.79,3.58,-0.22,171.94,"END
"
408,0,0,0,0,0,2020,8,2,0,6,50,0,0,0,3.39,3.27,4.98,4.96,36.35,24.59,21.55,26.53,21.05,1021.57,0.57,0.00,9.71,3.38,0.00,171.90,"END
"
409,0,0,0,0,0,2020,8,2,0,6,51,0,0,0,3.40,3.26,4.98,4.97,36.19,25.32,21.60,26.52,21.06,1021.52,0.65,0.00,9.52,3.91,0.00,172.24,"END
"
410,0,0,0,0,0,2020,8,2,0,6,52,0,0,0,3.38,3.27,4.98,4.95,34.52,24.63,21.59,26.53,21.05,1021.34,0.69,0.00,9.87,3.99,0.00,171.54,"END
"
411,0,0,0,0,0,2020,8,2,0,6,53,0,0,0,3.31,3.24,4.98,4.95,36.56,25.96,21.59,26.55,21.09,1021.55,0.65,-0.04,9.68,3.84,-0.23,172.10,"END
"
412,0,0,0,0,0,2020,8,2,0,6,54,0,0,0,3.39,3.27,4.99,4.97,35.85,24.15,21.61,26.55,21.07,1021.82,0.65,-0.04,9.68,3.84,-0.23,171.59,"END
"
413,0,0,0,0,0,2020,8,2,0,6,55,0,0,0,3.27,3.26,4.98,4.96,36.20,24.80,21.62,26.59,21.09,1021.29,0.61,-0.04,9.68,3.62,-0.23,171.62,"END
"
414,0,0,0,0,0,2020,8,2,0,6,56,0,0,0,3.39,3.27,4.98,4.96,34.94,25.33,21.61,26.59,21.09,1021.39,0.76,-0.04,9.68,4.52,-0.23,171.35,"END
"
415,0,0,0,0,0,2020,8,2,0,6,57,0,0,0,3.40,3.20,4.98,4.96,36.41,25.47,21.61,26.55,21.06,1021.65,0.65,-0.08,9.71,3.83,-0.45,170.89,"END
"
416,0,0,0,0,0,2020,8,2,0,6,58,0,0,0,3.39,3.27,4.98,4.96,36.00,24.67,21.62,26.53,21.10,1021.61,0.65,-0.08,9.75,3.81,-0.45,171.75,"END
"
417,0,0,0,0,0,2020,8,2,0,6,59,0,0,0,3.39,3.16,4.98,4.96,36.15,25.05,21.66,26.60,21.17,1021.71,0.65,0.00,9.75,3.81,0.00,171.74,"END
"
418,0,0,0,0,0,2020,8,2,0,7,0,0,0,0,3.39,3.27,4.98,4.96,35.87,25.37,21.61,26.55,21.06,1021.71,0.61,-0.04,9.71,3.60,-0.23,172.22,"END
"
419,0,0,0,0,0,2020,8,2,0,7,1,0,0,0,3.39,3.26,4.98,4.95,35.80,25.54,21.66,26.63,21.17,1021.87,0.69,-0.04,9.68,4.07,-0.23,171.72,"END
"
420,0,0,0,0,0,2020,8,2,0,7,2,0,0,0,3.40,3.27,4.98,4.96,35.74,24.85,21.66,26.61,21.15,1021.43,0.61,0.04,9.64,3.63,0.23,172.30,"END
"
421,0,0,0,0,0,2020,8,2,0,7,3,0,0,0,3.39,3.26,4.98,4.96,36.13,24.85,21.66,26.63,21.11,1021.74,0.65,0.00,9.64,3.86,0.00,171.14,"END
"
422,0,0,0,0,0,2020,8,2,0,7,4,0,0,0,3.39,3.27,4.98,4.96,35.64,24.48,21.69,26.62,21.12,1021.51,0.46,-0.04,9.52,2.76,-0.23,171.78,"END
"
423,0,0,0,0,0,2020,8,2,0,7,5,0,0,0,3.41,3.26,4.98,4.91,36.06,25.50,21.67,26.66,21.17,1021.48,0.65,0.00,9.71,3.83,0.00,172.77,"END
"
424,0,0,0,0,0,2020,8,2,0,7,6,0,0,0,3.39,3.27,4.98,4.96,35.73,25.14,21.69,26.69,21.20,1021.58,0.57,-0.11,9.71,3.38,-0.68,171.55,"END
"
425,0,0,0,0,0,2020,8,2,0,7,7,0,0,0,3.40,3.26,4.98,4.88,35.13,25.43,21.70,26.67,21.20,1021.46,0.65,-0.08,9.71,3.83,-0.45,171.14,"END
"
426,0,0,0,0,0,2020,8,2,0,7,8,0,0,0,3.37,3.27,4.99,4.96,35.96,24.84,21.70,26.73,21.18,1021.28,0.69,0.04,9.75,4.04,0.22,172.42,"END
"
427,0,0,0,0,0,2020,8,7,19,27,45,0,0,0,3.40,3.26,4.98,4.96,35.69,25.77,21.72,26.71,21.22,1021.55,0.61,-0.04,9.87,3.55,-0.22,171.64,"END
"
428,0,0,0,0,0,2020,8,7,19,27,46,0,0,0,3.38,3.27,4.99,4.96,35.96,26.24,21.70,26.71,21.22,1021.60,0.61,0.00,9.60,3.65,0.00,172.08,"END
"
429,0,0,0,0,0,2020,8,7,19,27,47,0,0,0,3.38,3.21,4.98,4.95,36.03,25.86,21.72,26.74,21.16,1021.41,0.61,0.04,9.71,3.60,0.23,172.39,"END
"
430,0,0,0,0,0,2020,8,7,19,27,48,0,0,0,3.38,3.27,4.98,4.96,36.00,24.84,21.74,26.74,21.16,1021.50,0.65,0.00,9.91,3.76,0.00,171.98,"END
"
431,0,0,0,0,0,2020,8,7,19,27,49,0,0,0,3.40,3.26,4.98,4.96,36.83,25.25,21.76,26.73,21.21,1021.50,0.65,0.00,9.75,3.81,0.00,171.33,"END
"
432,0,0,0,0,0,2020,8,7,19,27,50,0,0,0,3.39,3.27,4.98,4.96,36.80,25.40,21.75,26.73,21.20,1021.41,0.57,0.00,9.71,3.38,0.00,171.92,"END
"
433,0,0,0,0,0,2020,8,7,19,27,51,0,0,0,3.40,3.26,4.98,4.89,35.86,24.29,21.75,26.68,21.21,1021.36,0.69,-0.04,9.71,4.05,-0.23,172.50,"END
"
434,0,0,0,0,0,2020,8,7,19,27,52,0,0,0,3.39,3.27,4.98,4.96,36.34,25.18,21.78,26.77,21.25,1021.39,0.61,0.00,9.64,3.63,0.00,172.66,"END
"
435,0,0,0,0,0,2020,8,7,19,27,53,0,0,0,3.39,3.26,4.98,4.91,36.20,25.50,21.78,26.84,21.21,1021.45,0.61,-0.04,9.71,3.60,-0.23,172.36,"END
"
436,0,0,0,0,0,2020,8,7,19,27,54,0,0,0,3.39,3.27,4.98,4.97,35.27,24.40,21.78,26.81,21.26,1021.44,0.65,0.00,9.75,3.81,0.00,173.79,"END
"
437,0,0,0,0,0,2020,8,7,19,27,55,0,0,0,3.39,3.26,4.98,4.91,36.91,25.55,21.77,26.80,21.22,1021.43,0.61,0.00,9.79,3.58,0.00,171.44,"END
"
438,0,0,0,0,0,2020,8,7,19,27,56,0,0,0,3.40,3.27,4.99,4.96,36.52,25.23,21.80,26.78,21.20,1021.24,0.61,0.00,10.02,3.49,0.00,172.43,"END
"
439,0,0,0,0,0,2020,8,7,19,27,57,0,0,0,3.40,3.26,4.98,4.96,36.84,24.93,21.81,26.80,21.31,1021.81,0.61,-0.04,9.68,3.62,-0.23,172.11,"END
"
440,0,0,0,0,0,2020,8,7,19,27,58,0,0,0,3.26,3.27,4.98,4.96,35.86,25.13,21.78,26.91,21.30,1021.49,0.57,0.00,9.79,3.35,0.00,171.97,"END
"
441,0,0,0,0,0,2020,8,7,19,27,59,0,0,0,3.40,3.26,4.98,4.95,36.73,25.97,21.82,26.85,21.25,1021.42,0.57,-0.04,9.79,3.35,-0.22,171.82,"END
"
442,0,0,0,0,0,2020,8,7,19,28,0,0,0,0,3.39,3.20,4.98,4.96,35.68,25.11,21.81,26.87,21.29,1021.41,0.65,0.00,9.52,3.91,0.00,172.69,"END
"
443,0,0,0,0,0,2020,8,7,19,28,1,0,0,0,3.39,3.26,4.98,4.96,36.59,25.34,21.81,26.87,21.27,1021.35,0.57,0.00,9.75,3.37,0.00,172.44,"END
"
444,0,0,0,0,0,2020,8,7,19,28,2,0,0,0,3.23,3.27,4.98,4.97,35.91,25.17,21.82,26.87,21.28,1021.42,0.69,0.04,9.68,4.07,0.23,171.53,"END
"
445,0,0,0,0,0,2023,9,29,19,28,3,0,0,0,3.39,3.26,4.98,4.96,36.66,25.97,21.82,26.88,21.33,1021.41,0.57,0.00,9.71,3.38,0.00,171.68,"END
"
446,0,0,0,0,0,2023,9,29,19,28,4,0,0,0,3.39,3.24,4.99,4.96,35.78,24.75,21.85,26.91,21.31,1021.70,0.69,0.04,9.71,4.05,0.23,172.56,"END
"
447,0,0,0,0,0,2023,9,29,19,28,5,0,0,0,3.39,3.26,4.98,4.95,36.38,25.38,21.82,26.92,21.33,1021.35,0.57,0.04,9.64,3.41,0.23,171.95,"END
"
448,0,0,0,0,0,2023,9,29,19,28,6,0,0,0,3.39,3.25,4.98,4.97,35.95,25.21,21.84,26.93,21.34,1021.75,0.65,0.00,9.87,3.77,0.00,171.97,"END
"
449,0,0,0,0,0,2023,9,29,19,28,7,0,0,0,3.39,3.26,4.98,4.96,35.52,25.62,21.85,26.90,21.37,1021.50,0.61,0.08,9.71,3.60,0.45,172.23,"END
"
450,0,0,0,0,0,2023,9,29,19,28,8,0,0,0,3.40,3.27,4.98,4.97,35.96,24.98,21.86,26.96,21.34,1021.27,0.61,-0.04,9.52,3.68,-0.23,171.39,"END
"
451,0,0,0,0,0,2023,9,29,19,28,9,0,0,0,3.39,3.26,4.98,4.96,37.25,25.41,21.87,26.95,21.33,1021.47,0.61,-0.04,9.71,3.60,-0.23,171.75,"END
"
452,0,0,0,0,0,2023,9,29,19,28,10,0,0,0,3.39,3.27,4.98,4.95,36.87,25.59,21.90,26.91,21.36,1021.36,0.73,-0.04,9.68,4.29,-0.23,172.04,"END
"
453,0,0,0,0,0,2023,9,29,19,28,11,0,0,0,3.39,3.26,4.98,4.96,36.43,26.02,21.88,26.91,21.37,1021.26,0.65,-0.04,9.60,3.87,-0.23,171.81,"END
"
454,0,0,0,0,0,2023,9,29,19,28,12,0,0,0,3.39,3.27,4.98,4.95,36.49,25.16,21.90,27.02,21.43,1021.64,0.65,-0.04,9.87,3.77,-0.22,172.42,"END
"
455,0,0,0,0,0,2023,9,29,19,28,13,0,0,0,3.40,3.26,4.98,4.96,36.09,25.69,21.89,26.99,21.40,1021.34,0.61,0.00,9.71,3.60,0.00,171.43,"END
"
456,0,0,0,0,0,2023,9,29,19,28,14,0,0,0,3.38,3.27,4.98,4.93,36.69,25.18,21.91,27.02,21.35,1021.58,0.65,0.04,9.56,3.89,0.23,173.03,"END
"
457,0,0,0,0,0,2023,9,29,19,28,15,0,0,0,3.31,3.26,4.98,4.96,37.05,25.50,21.92,27.01,21.34,1021.27,0.61,-0.04,9.64,3.63,-0.23,173.68,"END
"
458,0,0,0,0,0,2023,9,29,19,28,16,0,0,0,3.39,3.27,4.98,4.95,35.92,24.62,21.93,27.02,21.37,1021.41,0.61,0.00,9.71,3.60,0.00,171.87,"END
"
459,0,0,0,0,0,2023,9,29,19,28,17,0,0,0,3.40,3.27,4.98,4.96,36.97,26.40,21.94,27.01,21.41,1021.51,0.65,0.00,9.71,3.83,0.00,173.24,"END
"
460,0,0,0,0,0,2023,9,29,19,28,18,0,0,0,3.39,3.26,4.98,4.96,35.92,24.85,21.95,27.00,21.43,1021.59,0.65,0.00,9.91,3.76,0.00,172.57,"END
"
461,0,0,0,0,0,2023,9,29,19,28,19,0,0,0,3.37,3.26,4.98,4.96,36.67,25.89,21.95,27.06,21.43,1021.71,0.61,-0.04,9.68,3.62,-0.23,172.17,"END
"
462,0,0,0,0,0,2023,9,29,19,28,20,0,0,0,3.39,3.27,4.98,4.97,36.60,25.34,21.97,27.05,21.47,1021.32,0.73,-0.04,9.83,4.23,-0.22,171.44,"END
"
463,0,0,0,0,0,2023,9,29,19,28,21,0,0,0,3.23,3.24,4.98,4.96,37.13,26.37,21.97,27.01,21.36,1021.69,0.54,-0.04,9.75,3.14,-0.22,171.97,"END
"
464,0,0,0,0,0,2023,9,29,19,28,22,0,0,0,3.39,3.27,4.98,4.96,36.50,23.77,21.97,27.05,21.46,1021.65,0.61,0.00,9.71,3.60,0.00,171.94,"END
"
465,0,0,0,0,0,2023,9,29,19,28,23,0,0,0,3.26,3.26,4.98,4.96,36.73,25.55,21.99,27.05,21.45,1021.55,0.61,-0.04,9.68,3.62,-0.23,172.71,"END
"
466,0,0,0,0,0,2023,9,29,19,28,24,0,0,0,3.39,3.27,4.98,4.96,37.35,26.20,21.97,27.08,21.52,1021.38,0.61,0.11,9.79,3.58,0.67,172.85,"END
"
467,0,0,0,0,0,2023,9,29,19,28,25,0,0,0,3.24,3.24,4.98,4.96,36.07,25.52,21.98,27.09,21.41,1021.57,0.65,0.00,9.64,3.86,0.00,171.99,"END
"
468,0,0,0,0,0,2023,9,29,19,28,26,0,0,0,3.39,3.27,4.98,4.96,36.64,25.66,22.00,27.14,21.44,1021.65,0.61,0.00,9.68,3.62,0.00,172.51,"END
"
469,0,0,0,0,0,2023,9,29,19,28,27,0,0,0,3.40,3.26,4.98,4.93,37.33,25.22,22.00,27.08,21.47,1021.50,0.57,0.04,9.71,3.38,0.23,171.97,"END
"
470,0,0,0,0,0,2023,9,29,19,28,28,0,0,0,3.39,3.27,4.99,4.97,35.83,25.45,22.06,27.13,21.49,1021.45,0.65,0.00,9.75,3.81,0.00,171.56,"END
"
471,0,0,0,0,0,2023,9,29,19,28,29,0,0,0,3.39,3.25,4.98,4.96,35.99,26.28,22.01,27.08,21.51,1021.26,0.61,0.00,9.64,3.63,0.00,172.09,"END
"
472,0,0,0,0,0,2023,9,29,19,28,30,0,0,0,3.37,3.27,4.98,4.96,36.79,25.02,22.03,27.14,21.51,1021.43,0.73,-0.04,9.68,4.29,-0.23,171.26,"END
"
473,0,0,0,0,0,2023,9,29,19,28,31,0,0,0,3.39,3.26,4.98,4.93,35.97,25.38,22.03,27.15,21.44,1021.50,0.65,0.00,9.68,3.84,0.00,172.73,"END
"
474,0,0,0,0,0,2023,9,29,19,28,32,0,0,0,3.38,3.27,4.98,4.96,36.80,24.98,22.06,27.13,21.48,1021.68,0.50,0.00,9.64,2.95,0.00,171.80,"END
"
475,0,0,0,0,0,2023,9,29,19,28,33,0,0,0,3.40,3.27,4.98,4.89,35.76,25.80,22.06,27.20,21.52,1021.46,0.65,0.00,9.45,3.94,0.00,172.01,"END
"
476,0,0,0,0,0,2023,9,29,19,28,34,0,0,0,3.38,3.27,4.99,4.96,36.73,24.85,22.05,27.18,21.49,1021.33,0.65,-0.04,9.68,3.84,-0.23,171.92,"END
"
477,0,0,0,0,0,2023,9,29,19,28,35,0,0,0,3.39,3.26,4.98,4.90,36.37,26.36,22.06,27.16,21.50,1021.60,0.61,-0.08,9.64,3.63,-0.45,171.39,"END
"
478,0,0,0,0,0,2023,9,29,19,28,36,0,0,0,3.38,3.27,4.98,4.96,36.45,25.18,22.06,27.22,21.50,1021.58,0.65,0.00,9.68,3.84,0.00,171.92,"END
"
479,0,0,0,0,0,2023,9,29,19,28,37,0,0,0,3.40,3.26,4.98,4.92,38.71,25.59,22.07,27.16,21.53,1021.63,0.65,0.04,9.71,3.83,0.23,171.54,"END
"
480,0,0,0,0,0,2023,9,29,19,28,38,0,0,0,3.38,3.27,4.98,4.96,36.21,25.79,22.08,27.14,21.58,1021.56,0.61,0.00,9.75,3.59,0.00,172.32,"END
"
481,0,0,0,0,0,2023,9,29,19,28,39,0,0,0,3.40,3.26,4.98,4.96,35.48,25.93,22.09,27.20,21.54,1021.44,0.65,0.00,9.75,3.81,0.00,172.14,"END
"
482,0,0,0,0,0,2023,9,29,19,28,40,0,0,0,3.37,3.27,4.98,4.96,36.21,25.55,22.11,27.16,21.58,1021.31,0.65,-0.04,9.94,3.74,-0.22,173.87,"END
"
483,0,0,0,0,0,2023,9,29,19,28,41,0,0,0,3.40,3.26,4.98,4.94,36.44,25.69,22.09,27.21,21.58,1021.54,0.69,-0.04,9.71,4.05,-0.23,172.24,"END
"
484,0,0,0,0,0,2023,9,29,19,28,42,0,0,0,3.35,3.21,4.98,4.96,37.50,25.07,22.10,27.23,21.59,1021.82,0.61,0.08,9.64,3.63,0.45,172.36,"END
"
485,0,0,0,0,0,2023,9,29,19,28,43,0,0,0,3.40,3.26,4.98,4.96,37.49,24.89,22.09,27.23,21.55,1021.46,0.65,-0.08,9.64,3.86,-0.45,171.78,"END
"
486,0,0,0,0,0,2023,9,29,19,28,44,0,0,0,3.31,3.27,4.98,4.97,37.15,25.94,22.13,27.30,21.55,1021.49,0.65,0.00,9.64,3.86,0.00,171.16,"END
"
487,0,0,0,0,0,2023,9,29,19,28,45,0,0,0,3.40,3.26,4.98,4.96,36.98,25.68,22.15,27.21,21.59,1021.57,0.65,0.00,9.75,3.81,0.00,171.69,"END
"
488,0,0,0,0,0,2023,9,29,19,28,46,0,0,0,3.28,3.25,4.98,4.96,37.00,25.71,22.17,27.29,21.61,1021.45,0.61,0.00,9.75,3.59,0.00,172.55,"END
"
489,0,0,0,0,0,2023,9,29,19,28,47,0,0,0,3.39,3.26,4.98,4.96,36.13,25.81,22.12,27.25,21.58,1021.33,0.69,0.04,9.68,4.07,0.23,172.91,"END
"
490,0,0,0,0,0,2023,9,29,19,28,48,0,0,0,3.38,3.23,4.98,4.96,35.81,24.61,22.15,27.27,21.63,1021.29,0.54,-0.04,9.68,3.17,-0.23,171.69,"END
"
491,0,0,0,0,0,2023,9,29,19,28,49,0,0,0,3.40,3.26,4.98,4.96,37.46,26.01,22.16,27.29,21.58,1021.36,0.69,-0.04,9.68,4.07,-0.23,171.90,"END
"
492,0,0,0,0,0,2023,9,29,19,28,50,0,0,0,3.38,3.25,4.98,4.96,36.42,25.12,22.15,27.34,21.66,1021.53,0.65,0.00,9.75,3.81,0.00,172.09,"END
"
493,0,0,0,0,0,2023,9,29,19,28,51,0,0,0,3.38,3.26,4.98,4.96,37.21,26.56,22.17,27.33,21.68,1021.49,0.61,0.00,9.71,3.60,0.00,171.20,"END
"
494,0,0,0,0,0,2023,9,29,19,28,52,0,0,0,3.39,3.18,4.98,4.96,37.07,25.43,22.17,27.35,21.70,1021.32,0.57,0.00,9.75,3.37,0.00,172.00,"END
"
495,0,0,0,0,0,2023,9,29,19,28,53,0,0,0,3.39,3.27,4.98,4.96,35.04,26.64,22.17,27.33,21.61,1021.10,0.65,0.00,9.71,3.83,0.00,172.06,"END
"
496,0,0,0,0,0,2023,9,29,19,28,54,0,0,0,3.39,3.27,4.98,4.94,36.68,25.42,22.18,27.38,21.66,1021.46,0.61,0.04,9.68,3.62,0.23,171.50,"END
"
497,0,0,0,0,0,2023,9,29,19,28,55,0,0,0,3.40,3.26,4.98,4.96,36.89,25.85,22.19,27.33,21.62,1021.63,0.61,0.00,9.71,3.60,0.00,171.80,"END
"
498,0,0,0,0,0,2023,9,29,19,28,56,0,0,0,3.39,3.27,4.98,4.93,37.10,24.97,22.21,27.41,21.65,1021.67,0.61,0.00,9.71,3.60,0.00,171.52,"END
"
499,0,0,0,0,0,2023,9,29,19,28,57,0,0,0,3.30,3.26,4.98,4.96,36.34,26.47,22.21,27.33,21.70,1021.64,0.50,0.00,9.79,2.91,0.00,174.83,"END
"
500,0,0,0,0,0,2023,9,29,19,28,58,0,0,0,3.38,3.27,4.98,4.96,36.79,25.60,22.24,27.39,21.67,1021.42,0.61,0.00,9.87,3.55,0.00,172.49,"END
"
501,0,0,0,0,0,2023,9,29,19,28,59,0,0,0,3.39,3.26,4.98,4.96,36.46,26.36,22.24,27.37,21.69,1021.66,0.57,-0.04,9.68,3.39,-0.23,171.38,"END
"
502,0,0,0,0,0,2023,9,29,19,29,0,0,0,0,3.39,3.27,4.98,4.96,36.73,25.96,22.22,27.41,21.67,1021.74,0.69,-0.04,9.68,4.07,-0.23,172.12,"END
"
503,0,0,0,0,0,2023,9,29,19,29,1,0,0,0,3.29,3.26,4.98,4.96,37.48,25.92,22.24,27.37,21.71,1021.09,0.61,-0.08,10.02,3.49,-0.44,171.40,"END
"
504,0,0,0,0,0,2023,9,29,19,29,2,0,0,0,3.39,3.28,4.98,4.96,37.22,25.69,22.23,27.42,21.76,1020.88,0.69,0.00,9.79,4.02,0.00,172.03,"END
"
505,0,0,0,0,0,2023,9,29,19,29,3,0,0,0,3.22,3.25,4.98,4.96,37.43,26.22,22.25,27.41,21.62,1021.67,0.61,0.00,9.68,3.62,0.00,171.73,"END
"
506,0,0,0,0,0,2023,9,29,19,29,4,0,0,0,3.39,3.27,4.99,4.97,37.48,24.74,22.25,27.43,21.77,1021.40,0.61,-0.04,9.75,3.59,-0.22,172.16,"END
"
507,0,0,0,0,0,2023,9,29,19,29,5,0,0,0,3.25,3.26,4.98,4.96,36.71,25.16,22.27,27.44,21.75,1021.38,0.61,-0.04,9.68,3.62,-0.23,172.05,"END
"
